Target_genes	Pax6|Average	SRX1501812|Alpha-TN4	SRX5951811|Alpha_TC1	SRX5951812|Alpha_TC1	SRX5951813|Alpha_TC1	SRX5951814|Alpha_TC1	SRX11976467|Cerebral_Cortex	SRX11976468|Cerebral_Cortex	SRX957676|Embryonic_brains	SRX957677|Embryonic_brains	SRX8325081|Ganglionic_gut	SRX8325082|Ganglionic_gut	SRX8325083|Ganglionic_gut	SRX8325084|Ganglionic_gut	SRX8325085|Ganglionic_gut	SRX8325086|Ganglionic_gut	SRX8325087|Ganglionic_gut	SRX8325088|Ganglionic_gut	SRX8325089|Ganglionic_gut	SRX8325090|Ganglionic_gut	SRX8325091|Ganglionic_gut	SRX8325092|Ganglionic_gut	SRX8325093|Ganglionic_gut	SRX8325094|Ganglionic_gut	SRX8325095|Ganglionic_gut	SRX8325096|Ganglionic_gut	SRX957680|Lenses,_Intraocular	SRX2203271|MIN6B1	SRX2203273|MIN6B1	SRX2203274|MIN6B1	STRING
Tcstv3	717.448276	1925	0	0	368	167	1759	1202	2386	2431	367	191	444	163	309	336	287	272	0	0	0	0	0	0	0	0	2071	974	2609	2545	0
Cldn34d	586.310345	2560	0	0	0	0	1414	993	2539	1392	237	239	249	0	0	0	99	0	0	0	0	0	0	0	0	0	2271	749	2128	2133	0
Wipi2	510.586207	616	2789	1729	1914	2338	359	118	1231	1851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	190	410	315	0
Brox	410.241379	1704	1007	533	515	717	1092	569	1546	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319	421	860	1008	0
Aida	410.241379	1704	1007	533	515	717	1092	569	1546	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319	421	860	1008	0
Percc1	375.172414	1102	2506	1635	2799	2678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0
Chchd5	331.793103	648	2449	1632	1460	1953	262	0	185	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	128	128	0
Ptprj	324.758621	0	1573	1100	1678	1490	549	105	692	1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	266	238	0
Cherp	323.793103	647	2455	1572	1673	2036	226	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	258	172	0
Bcl2l13	299.931034	541	1921	1147	1429	1798	454	122	358	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	298	0	0
Blvra	295.103448	413	1842	1260	1266	1627	208	0	328	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	318	285	0
Trir	290.206897	696	1825	1223	1179	1503	669	116	399	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0
Get3	290.206897	696	1825	1223	1179	1503	669	116	399	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0
Pde1c	285.586207	0	2457	1622	1921	2151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
Tcaf1	275.448276	409	1901	1404	1269	1640	261	105	187	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	159	0	0
Mark3	249.689655	282	1590	945	1048	1394	383	132	526	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	213	0	0
Tead1	239.206897	205	1659	1096	1144	1434	333	132	188	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	205	90	0
Amd2	233.448276	1512	1469	896	924	1489	353	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amd1	233.448276	1512	1469	896	924	1489	353	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbd3	230.000000	616	1778	1146	872	1143	225	0	312	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0
Hnrnpa2b1	227.724138	1496	1546	932	932	1290	124	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Cbx3	227.724138	1496	1546	932	932	1290	124	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Tmem167b	227.137931	362	1219	906	1148	1300	172	0	459	737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0
Uba52	225.482759	412	1834	1143	1263	1389	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	135	0
Rex1bd	225.482759	412	1834	1143	1263	1389	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	135	0
Kcne2	224.103448	0	1357	1086	2055	2001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl4d	221.482759	985	1623	1169	1122	1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttpal	221.413793	691	1885	1118	918	1219	251	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
Cse1l	216.103448	984	1424	759	1198	1320	309	147	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo7	211.310345	287	1875	790	1025	1264	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	242	205	0
Lmo1	210.344828	0	950	658	1445	1096	293	0	424	884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	158	0
Slc26a2	206.241379	694	1811	944	752	1616	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pxt1	203.379310	0	1416	717	1619	1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	93	0
Nckap5l	203.241379	340	1527	930	755	1074	414	127	91	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0
Spen	195.862069	113	85	0	538	510	583	106	1055	1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	0	261	196	0
Tmem125	192.551724	263	586	281	444	468	201	363	289	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	380	881	909	0
Tex14	192.172414	2096	371	162	394	439	534	0	344	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0
Adra2a	191.862069	154	1215	1094	934	1238	174	127	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	201	0	0
Mcts2	189.586207	217	1630	740	974	1230	160	0	208	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps28	189.448276	1099	1574	716	717	897	195	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Ndufa7	189.448276	1099	1574	716	717	897	195	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Kpna1	184.931034	283	227	104	58	142	680	775	497	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	460	628	569	0
Dido1	182.275862	483	1504	905	787	1287	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0
Tcea1	180.758621	722	1753	844	659	1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senp1	179.344828	445	979	523	554	849	562	170	363	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	80	0	0
Pfkm	179.344828	445	979	523	554	849	562	170	363	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	80	0	0
Xrcc1	178.551724	155	985	589	816	1086	116	0	255	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	211	101	0
Pinlyp	178.551724	155	985	589	816	1086	116	0	255	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	211	101	0
Plekhf1	178.310345	647	1195	756	877	1139	160	0	131	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rita1	177.344828	428	1273	843	810	1201	244	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0
Ddx54	177.344828	428	1273	843	810	1201	244	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0
Cbll1	174.413793	399	1289	1047	845	1092	0	0	126	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Tpm4	172.931034	236	1654	950	711	1152	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0
Prr14l	172.689655	358	1372	964	800	1140	167	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp6c	171.137931	699	1277	701	789	1203	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0
Zfp511	170.862069	441	1303	721	709	1189	238	0	152	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubgcp2	170.862069	441	1303	721	709	1189	238	0	152	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Top1mt	170.482759	672	965	726	772	1122	291	0	152	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2n	169.517241	556	1397	779	775	1196	118	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ric8a	168.551724	511	1206	884	823	1040	172	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bet1l	168.551724	511	1206	884	823	1040	172	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfi1	168.103448	410	1626	859	936	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan7	167.724138	0	1211	746	810	1072	168	0	185	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0
Arid5b	163.482759	0	1588	873	878	1035	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srcap	161.275862	474	1038	542	790	911	299	0	183	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0
Il31ra	161.241379	229	0	0	0	0	618	518	471	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	339	764	576	0
Eml2	160.206897	181	564	310	381	415	638	88	527	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0
Tyw5	155.448276	305	1373	833	827	1048	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maip1	155.448276	305	1373	833	827	1048	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx16	154.931034	211	1017	777	688	1067	0	0	100	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0
Zfp651	154.551724	0	1693	957	832	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2i	154.000000	507	1226	953	605	979	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0
Harbi1	152.310345	922	887	576	721	916	143	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0
Atg13	152.310345	922	887	576	721	916	143	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0
Zdhhc21	150.103448	88	832	565	758	805	553	0	208	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Nek7	149.655172	267	958	692	684	783	196	0	155	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0
Gpr19	148.965517	610	1121	764	711	990	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nupr1l	148.413793	662	1271	684	674	910	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcn3	146.931034	413	987	703	790	1017	168	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf10	146.241379	803	990	893	705	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec23ip	146.137931	699	1131	634	507	1061	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Mcmbp	146.137931	699	1131	634	507	1061	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Zfyve16	145.655172	843	1102	701	656	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf12	144.965517	1853	636	453	466	486	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp87	143.206897	666	1103	556	676	906	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4g3	142.275862	263	988	824	672	1111	152	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rwdd1	141.827586	259	837	592	756	840	296	73	122	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0
Tfb2m	141.241379	195	1129	652	846	1041	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0
Larp4b	141.241379	600	1173	671	676	976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5r1	141.241379	761	1150	601	730	782	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnst	141.241379	195	1129	652	846	1041	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0
Tle4	141.206897	378	697	344	575	583	340	108	424	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0
Zfp12	140.413793	671	932	547	512	656	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	131	0
Ergic2	139.448276	414	1092	586	486	890	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	127	101	0
Mgst3	138.344828	179	741	491	757	900	338	76	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0
Denr	137.793103	614	1125	511	829	917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyrm2	137.482759	782	896	458	557	601	129	0	100	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Zfp397	136.482759	729	987	773	503	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
Cstf2t	134.482759	790	960	522	659	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0
Hjurp	133.310345	672	1159	563	609	723	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A730008H23Rik	133.310345	672	1159	563	609	723	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dstyk	132.758621	488	1147	483	497	810	159	0	162	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h6	131.482759	741	1205	456	560	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata16	131.275862	0	0	0	169	0	1049	103	585	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869	0	0	0	0
Fpgs	131.275862	1237	1020	399	484	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk38l	130.896552	158	1082	489	891	960	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0
Srsf7	128.275862	2692	345	180	201	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcne1	127.482759	0	1099	520	792	813	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0
Sgf29	127.241379	1383	821	457	388	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp408	126.310345	531	795	650	785	709	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap1	126.310345	531	795	650	785	709	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sp1	125.931034	1006	979	557	416	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp473	125.448276	416	916	603	590	758	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Vrk3	125.448276	416	916	603	590	758	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Coa4	124.413793	588	684	375	256	448	225	0	220	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0
Vcpip1	123.896552	503	276	253	298	404	486	122	416	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	148	0	0
Coq3	123.482759	800	1014	518	561	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oasl1	123.344828	263	0	0	0	0	542	394	208	0	174	188	292	97	296	0	0	0	0	0	0	0	0	0	0	0	268	264	224	367	0
Zranb2	123.206897	403	1061	633	547	818	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d30	123.103448	0	955	570	749	1036	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0
Eif4h	122.896552	341	765	419	515	503	269	0	0	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Pnmal1	121.827586	0	840	627	462	708	298	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	112	129	0
Zbtb45	120.379310	232	1029	505	547	647	224	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0
Tti2	117.034483	1699	492	230	349	427	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prxl2c	116.862069	210	978	536	603	675	237	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd17a	116.655172	280	932	580	435	704	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Zfp51	116.482759	380	606	488	276	393	0	0	163	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	224	269	0
Mga	116.482759	447	808	302	362	607	0	0	129	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	114	90	0
Spsb4	116.379310	182	791	457	416	530	154	0	180	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	153	119	0
Reep2	115.068966	0	968	716	658	830	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polg	114.275862	613	1031	542	436	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc9b	114.137931	526	992	533	569	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cabp1	113.551724	0	1213	511	507	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0
Kdm3a	113.517241	551	790	525	626	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl6ip1	112.862069	1557	624	334	268	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsn	112.517241	797	746	360	392	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	158	0
Mlx	112.034483	490	821	379	390	666	237	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coasy	112.034483	490	821	379	390	666	237	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7	111.896552	1099	816	427	296	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rdh10	111.896552	1099	816	427	296	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssbp1	111.172414	1251	551	379	457	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubxn2b	110.965517	724	805	487	634	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnk1	110.586207	582	772	361	501	775	100	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmo	109.724138	1193	789	294	393	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nbeal1	109.689655	774	931	465	448	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a10	108.896552	235	939	546	352	740	96	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poldip3	108.827586	2121	398	156	181	201	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5f	108.310345	496	180	0	634	591	657	64	153	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Mrps14	108.137931	231	1132	486	503	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ier5l	108.103448	1761	176	167	318	210	284	86	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mob1b	107.896552	703	856	372	574	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a1	107.241379	1261	694	364	337	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-Q9	106.620690	0	957	517	627	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	159	0
H2-Q7	106.620690	0	957	517	627	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	159	0
Trpm7	106.482759	986	827	382	311	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc32	106.379310	554	669	584	469	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm13	106.103448	439	715	422	376	709	127	0	100	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk25	106.034483	469	888	517	471	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxp2	105.793103	0	932	562	589	882	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leprotl1	105.379310	211	1038	576	375	558	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2f	105.275862	835	628	476	494	504	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl3	105.206897	2321	283	109	104	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmcc1	105.000000	410	807	390	446	588	154	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Ndn	104.793103	0	895	523	610	569	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alyref2	104.586207	1268	497	376	354	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a8	104.517241	1033	573	377	333	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk14	104.517241	1033	573	377	333	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxp4	104.137931	266	898	533	491	725	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsp90aa1	104.000000	1282	511	336	355	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rdm1	103.655172	2172	247	163	179	131	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr1d	103.586207	0	0	0	480	156	629	237	414	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	0
Neu3	103.241379	739	750	601	391	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf13	101.896552	2368	253	88	99	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clp1	101.551724	900	625	379	468	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem178b	101.275862	0	893	643	439	690	146	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pot1a	100.000000	830	630	420	568	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3f3b	99.758621	1982	320	157	154	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacybp	99.551724	547	697	469	511	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc3a2	99.448276	1521	403	418	233	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbx7	99.344828	391	583	272	386	622	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	124	0	0
Urgcp	99.310345	1346	573	293	255	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c14	99.275862	1521	557	202	210	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabpb1	98.896552	631	723	424	458	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd82	98.758621	363	705	386	633	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ocel1	98.689655	238	918	488	515	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35a1	98.586207	1121	654	307	318	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
